,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
916,Albert King,I'll Play The Blues For You [Stax Remasters],I'll Play The Blues For You (Pts 1 & 2),7kNSk6zNnnktkezDViTfYH,0.6709999999999999,0.45399999999999996,7,-12.265,0,0.0308,0.0207,0.128,0.57,96.445,439880,4,False
917,VINAI,How I Like It,How I Like It,7Djhup0pJRq54FX1LMx17L,0.603,0.988,0,-2.28,1,0.0885,4.29e-05,0.221,0.182,160.12,147094,4,True
918,Mustard,Dangerous World (feat. Travis Scott & YG),Dangerous World (feat. Travis Scott & YG),4pM4yFNLj3pTiNXOZsWYxf,0.812,0.586,4,-6.505,0,0.0654,0.0,0.106,0.32299999999999995,100.06200000000001,165123,4,True
919,The Clash,London Calling (Remastered),London Calling - Remastered,5jzma6gCzYtKB1DbEwFZKH,0.6509999999999999,0.8009999999999999,0,-7.34,1,0.0513,0.0,0.0825,0.7759999999999999,133.763,200480,4,False
920,Motion City Soundtrack,Commit This To Memory,Everything Is Alright,6xyiHZgrmXw7sMyYXbXjPV,0.435,0.95,8,-3.8689999999999998,1,0.106,0.0,0.317,0.457,160.987,207634,4,False
921,Powerwolf,Werewolves of Armenia (New Version 2020),Werewolves of Armenia - Rerecorded Version,7uV7feIzEHk0TS1xWw4zwU,0.425,0.938,8,-6.223,1,0.0917,0.0353,0.207,0.151,146.01,255238,4,False
922,Sergei Rachmaninoff,"Rachmaninoff: Symphonic Dances, Op.45; Intermezzo ""Aleko""; Vocalise, Op.34","Vocalise, Op.34, No.14",5CBzaWVsJgl4DD1oNInz9b,0.07,0.0724,4,-25.949,0,0.0404,0.8959999999999999,0.28600000000000003,0.0369,75.52,327600,4,False
923,Juice WRLD,Death Race For Love,Rider,3usM520kfIRpWNaYOwdnYI,0.583,0.815,7,-4.257,1,0.0365,0.0,0.413,0.451,140.031,192094,4,True
924,John Lennon,Sometime In New York City,Au - Live,5W7YVdVuLraUt90wFQgfMC,0.16399999999999998,0.828,2,-10.497,1,0.10099999999999999,0.0485,0.309,0.0375,79.656,490227,4,False
925,Etta James,Tell Mama The Complete Muscle Shoals Sessions,I'd Rather Go Blind,7keRsHHqmuFRv8agWvaYxE,0.539,0.39799999999999996,9,-6.513,1,0.0253,0.000519,0.191,0.588,81.579,156667,3,False
926,GASHI,GASHI,My Year,1N8moY6H0eThviK71VhTzY,0.84,0.8109999999999999,11,-3.2430000000000003,0,0.0498,0.0,0.258,0.71,145.025,190345,4,True
927,AC/DC,High Voltage,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,1,0.302,0.00010800000000000001,0.10099999999999999,0.435,126.366,214667,4,False
928,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),Crazy Train,2b9lp5A6CqSzwOrBfAFhof,0.45299999999999996,0.905,9,-4.001,1,0.115,0.0005690000000000001,0.26,0.474,137.571,296200,4,False
929,Emdivity,Slow Down,Slow Down,6dedqDWMV9pSbK3kgF18kv,0.753,0.866,11,-5.044,1,0.0784,0.209,0.223,0.287,100.015,191160,4,True
930,The Chainsmokers,World War Joy...Takeaway,Takeaway (feat. Lennon Stella),6wo37KVqFJhtuxPTpLCcfe,0.294,0.505,3,-8.106,1,0.042,0.0,0.0977,0.35700000000000004,85.33200000000001,209893,1,True
931,Various Artists,Pump It Vol 11,What A Feeling (Radio Edit),6hROWoHN1KYXXaj5m9thoD,0.43,0.841,7,-3.5239999999999996,0,0.0763,0.00099,0.613,0.449,128.025,232677,4,True
932,Simple Plan,Still Not Getting Any,Welcome to My Life,714Lw0m2SmCEhKSPw0Dn8J,0.42100000000000004,0.858,1,-4.535,1,0.0963,0.0,0.067,0.491,173.255,206773,4,False
933,Jack's Mannequin,Everything In Transit (Non-PA Release),The Mixed Tape,18WGOPbU4FN3VY12BWKb2q,0.447,0.9079999999999999,8,-4.529,1,0.0613,0.0,0.127,0.434,100.712,194893,4,False
934,Sheff G,"No Suburban, Pt. 2","No Suburban, Pt. 2",3S5dLLX6GvTJa1bwAlN4wD,0.851,0.461,8,-7.876,1,0.322,0.0,0.258,0.62,143.974,153561,4,False
935,Jaded Heart,Stand Your Ground,Stand Your Ground,1Skm0WEfM0BYgqNX75W0kA,0.555,0.9690000000000001,11,-6.962999999999999,1,0.0462,0.00755,0.11,0.175,114.995,278600,4,False
936,Lindsay Ell,wAnt me back,wAnt me back,2Dv2XlnlpeZ0TZDt9TRPn3,0.54,0.695,4,-4.16,1,0.0656,6.24e-05,0.11,0.667,156.13299999999998,193040,4,False
937,Jan Van Bass-10,Behind Blue Eyes,Behind Blue Eyes - DJ Gollum Radio Edit,1Wbc3jFW1UYqqo4I17tf2T,0.354,0.9359999999999999,7,-6.6579999999999995,1,0.0475,0.000305,0.10800000000000001,0.14300000000000002,120.118,245929,4,True
938,blink-182,Take Off Your Pants And Jacket,Every Time I Look For You,0V7Wn8Fry7KBO5stYqpFvM,0.502,0.96,11,-2.998,1,0.0484,0.0,0.377,0.625,128.22799999999998,185467,4,False
939,SOB X RBE,SOB X RBE,Calvin Cambridge,4HK9Ive4wK7426QXxQZS6L,0.7759999999999999,0.6779999999999999,2,-4.505,1,0.376,0.0,0.363,0.81,181.872,148376,4,True
940,Burak Yeter,Tuesday (feat. Danelle Sandoval),Tuesday (feat. Danelle Sandoval),7EVk9tRb6beJLTHrg6AkY9,0.841,0.639,9,-6.0520000000000005,0,0.0688,0.0654,0.0545,0.675,99.00200000000001,241875,4,True
941,Galantis,Love On Me Remixes,Love on Me - CID Remix,7bnYyxLapKga3nZufqKnmK,0.623,0.932,1,-2.8569999999999998,0,0.0683,0.00144,0.29600000000000004,0.529,126.03299999999999,190810,4,True
942,Pitbull,Planet Pit (Deluxe Version),International Love (feat. Chris Brown),62zFEHfAYl5kdHYOivj4BC,0.669,0.855,0,-3.035,0,0.0499,0.0,0.335,0.648,120.045,227280,4,True
943,Travis Scott,ASTROWORLD,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,0.731,0.8109999999999999,1,-3.225,1,0.0712,0.0,0.41100000000000003,0.426,147.045,218284,4,True
944,Yellowcard,Ocean Avenue,Breathing,0DxN6Ywom8nnndyQXdSBPy,0.382,0.932,4,-3.7260000000000004,0,0.0716,0.0,0.243,0.57,179.581,218707,4,False
945,Matt Stell,Everywhere But On,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,0.563,0.722,6,-3.972,1,0.0279,0.0,0.0795,0.309,149.903,192587,4,False
946,R.I.O.,Party Shaker (Bass Prototype & Corevin Remix),Party Shaker - Bass Prototype & Corevin Remix,1s32FqRsrEstL0fJEeXXdQ,0.627,0.98,11,-4.122,1,0.11,1.2e-05,0.345,0.887,149.965,212804,4,True
947,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",4c7xQ7OsqL6W4RwEQmID7g,0.435,0.887,9,-4.07,1,0.0636,0.0,0.0327,0.408,199.935,212040,4,False
948,Various Artists,60 Alltime Dance Classics,Like A Prayer - Radio Edit,0QcnwZaokvrGZ3fGRCq94D,0.643,0.9940000000000001,5,-7.27,1,0.11699999999999999,0.00011999999999999999,0.182,0.546,140.02700000000002,175143,4,True
949,My Chemical Romance,The Black Parade,Welcome to the Black Parade,5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.00011,0.222,0.23600000000000002,96.95,311107,4,False
950,Mike WiLL Made-It,Creed II: The Album,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",23dwrzeJtEEGl2U4CPWSor,0.545,0.975,10,-3.193,0,0.45399999999999996,0.0,0.145,0.609,123.906,131674,5,True
951,Morgan Wallen,More Than My Hometown,More Than My Hometown,6FniJZn4agmDtPx1pKZQsa,0.621,0.882,6,-5.01,1,0.0459,0.0,0.132,0.574,126.014,216573,4,False
952,Klaas,Fighter (Mazza & Tenashar Remix),Fighter - Mazza & Tenashar Remix,5Mev60HVM2oDbT3Shm5J9C,0.5,0.897,6,-3.752,0,0.0651,0.0,0.0918,0.413,149.941,209200,4,True
953,Fun[k]House,Freed from Desire,Freed from Desire - Radio Edit,5NVs08Sj3H3NRNgyyopd58,0.672,0.899,0,-4.197,1,0.0473,1.9600000000000002e-05,0.34,0.488,127.96700000000001,183089,4,True
954,LMFAO,Sorry For Party Rocking (Deluxe Version),Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,0.7070000000000001,0.861,7,-4.225,1,0.316,0.0,0.191,0.795,130.02100000000002,199480,4,True
955,ILLENIUM,ASCEND,Gorgeous (& Blanke with Bipolar Sunshine),6YeUIhr2njkkCBaBBrRK9j,0.52,0.8809999999999999,6,-4.249,0,0.11599999999999999,0.0008550000000000001,0.331,0.29100000000000004,180.013,277317,4,True
956,Annihilator,Armed To The Teeth,Armed To The Teeth,4MbJlBkNTEXGJ0sL8U5ABN,0.36200000000000004,0.9740000000000001,1,-4.481,0,0.105,0.0149,0.231,0.521,199.99900000000002,266015,4,False
957,Rich The Kid,BOSS MAN,That's Tuff (feat. Quavo),1Su3XqfcHVhDyeqXKBgGHe,0.9059999999999999,0.632,10,-4.1739999999999995,0,0.198,0.0,0.084,0.33899999999999997,138.009,153067,4,True
958,Guns N' Roses,Appetite For Destruction,Paradise City,3YBZIN3rekqsKxbJc9FZko,0.273,0.9520000000000001,11,-8.762,1,0.0843,0.0111,0.142,0.47200000000000003,100.271,405640,4,False
959,The Rolling Stones,Some Girls,Beast Of Burden - Remastered,0832Tptls5YicHPGgw7ssP,0.7859999999999999,0.87,1,-3.875,0,0.0316,0.0004940000000000001,0.0389,0.8640000000000001,100.66,265173,4,False
960,257ers,Alpaka,Gravitacion,7AXWkAdnEMyn6kqblJqphH,0.7909999999999999,0.74,0,-4.5969999999999995,1,0.0727,0.00195,0.17,0.708,117.045,200987,4,True
961,American Hi-Fi,The Art Of Losing,The Art Of Losing,0JG9qctL7L6rLYBqoYdO1p,0.45399999999999996,0.888,7,-2.459,1,0.0414,0.00037,0.174,0.634,168.28099999999998,202960,4,False
962,Martin Garrix,Ocean (feat. Khalid) [David Guetta Remix],Ocean (feat. Khalid) - David Guetta Remix,2Ceq5Ty6rJqazoZIWyS0Vc,0.609,0.8240000000000001,0,-8.251,0,0.0795,2.8800000000000002e-05,0.134,0.36,127.072,195833,4,True
963,Various Artists,Dancefloor Dynamite 8,Call Me Maybe (Basslouder Remix Edit),24WPcwcxLZAAbO2OKr47gm,0.49700000000000005,0.965,7,-5.745,1,0.0501,0.0887,0.0814,0.58,143.997,223348,4,True
964,Tygers Of Pan Tang,Ambush,Keeping Me Alive,2BplVdP6wG9ZePdQW936OP,0.542,0.8690000000000001,9,-5.444,0,0.0445,0.0005480000000000001,0.0742,0.17300000000000001,80.01100000000001,328067,4,False
965,SDJM,That Way,That Way,0Sc5lXL9iqUHibXRfiquGn,0.594,0.889,6,-3.898,1,0.034,5.68e-06,0.14300000000000002,0.5329999999999999,119.958,158372,4,True
966,Various Artists,They've Got It Going On...The Best Boybands Ever!,Take On Me,233Jq3grqg7yTyYLHh8bKP,0.5589999999999999,0.948,9,-3.478,1,0.0593,4.16e-06,0.266,0.42700000000000005,82.557,214013,4,True
967,Dombresky,Soul Sacrifice,Soul Sacrifice,01fVbxyW9y2oKdXvg56uE5,0.847,0.934,9,-5.381,1,0.0442,0.494,0.0797,0.863,126.035,232211,4,True
968,Tiësto,The London Sessions,Ritual,0FEk8LwY8h4rAR63ggfhV0,0.647,0.726,3,-4.388999999999999,0,0.0552,0.0,0.0844,0.769,114.99799999999999,198996,4,True
969,Falconer,Desert Dreams,Desert Dreams,75Pf9KKZzzTl7YmA16I3FX,0.40299999999999997,0.943,7,-11.064,1,0.0701,0.0238,0.168,0.214,179.97299999999998,238547,4,False
970,Ludwig van Beethoven,"Beethoven: ""Moonlight"" Sonata – The Works","Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",0kckvKwPBjQuVLgwGnICAv,0.267,0.0024,1,-42.261,0,0.0531,0.897,0.0942,0.267,71.428,397773,4,False
971,Angelika Vee,Coco Jamboo (Remixes) - Single,Coco Jamboo - Calippo Remix Edit,4DfF4g9549dBiqpk63lEO8,0.7609999999999999,0.866,11,-4.525,0,0.11900000000000001,0.0383,0.17,0.366,122.005,200164,4,True
972,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4,True
973,Juice WRLD,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.8839999999999995,0,0.34299999999999997,0.0,0.132,0.425,180.051,189323,4,True
974,Nightmare,Divine Nemesis,Divine Nemesis,33mubIMnq79O2EsZXBrZjs,0.419,0.968,11,-5.064,0,0.065,0.00161,0.31,0.423,184.94799999999998,325440,4,False
975,Jam,One of Us,One of Us (feat. Solamay) - Radio Mix,65US6PBz740EP4b5a9S8NM,0.612,0.7490000000000001,9,-4.519,1,0.031,6.34e-05,0.10099999999999999,0.34700000000000003,121.98,209921,4,True
976,Lil Tecca,We Love You Tecca,Count Me Out,3nZxBgflsmuhfRQ74Q9Mbd,0.835,0.637,4,-6.582000000000001,0,0.271,0.0,0.142,0.7120000000000001,102.039,174093,4,True
977,Travis Scott,ASTROWORLD,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,0.785,0.5539999999999999,0,-6.571000000000001,1,0.0409,3.4e-06,0.11599999999999999,0.14400000000000002,128.047,150043,4,True
978,Lost Frequencies,Crazy (Remixes - Pt. 1),Crazy - Dash Berlin Remix,7yUYUibX28G2PK5FoGerkn,0.6659999999999999,0.9179999999999999,2,-2.8810000000000002,1,0.141,3.73e-06,0.244,0.605,127.977,184011,4,True
979,Zeds Dead,Northern Lights,Frontlines,0c8X4ApJu6CNEXoIb5VKMo,0.40700000000000003,0.925,11,-4.155,0,0.0747,0.0025,0.192,0.11900000000000001,151.993,214733,4,True
980,VINAI,Up All Night (feat. Afrojack),Up All Night (feat. Afrojack),5k1uIPpsHmnbWFr4nbpdYb,0.637,0.868,1,-4.921,0,0.0555,2.12e-05,0.28800000000000003,0.444,100.04799999999999,160907,4,True
981,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,Kiss,62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0013800000000000002,0.0461,0.742,111.485,226240,4,False
982,Fall Out Boy,From Under The Cork Tree,"Dance, Dance",0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0.154,0.0,0.0854,0.449,114.45200000000001,180267,4,False
983,Jacob Tillberg,Three Trees,Three Trees,6NWq3JOKCQ21Av7y2q5RFb,0.672,0.628,6,-7.202999999999999,1,0.0856,0.5870000000000001,0.33299999999999996,0.159,60.045,185005,4,True
984,Gabriel Fauré,Fauré: Requiem; Pavane,"Pavane, Op.50",687dYpD7d1LTkxSA4H1Qzd,0.175,0.0385,6,-27.916,0,0.0385,0.919,0.11599999999999999,0.0761,81.17699999999999,314893,4,False
985,Niccolò Paganini,Paganini: Diabolus in Musica,"24 Caprices For Violin, Op.1, MS. 25: No. 24 In A Minor",1seJCRhM5PqQ5xGebh0iQ0,0.43799999999999994,0.0825,9,-21.686,0,0.0695,0.0749,0.0461,0.37,106.275,270000,5,False
986,Shordie Shordie,Captain Hook,Bitchuary,4dV3okcjbQwTcg4ObIGr4N,0.762,0.38299999999999995,5,-10.097999999999999,0,0.20199999999999999,0.0,0.127,0.44,92.947,134213,4,True
987,YoungBoy Never Broke Again,Decided,Murda (feat. Trippie Redd),2CEXhYY4cGmjyTyZJw7Wo0,0.691,0.5660000000000001,4,-5.212999999999999,0,0.22699999999999998,0.0,0.106,0.29100000000000004,147.982,183682,4,True
988,Alien Weaponry,Tū,Kai Tangata,0YWyKtLAlmVjryfY6CSxYE,0.515,0.9259999999999999,6,-6.712999999999999,1,0.102,0.0056,0.18899999999999997,0.142,90.956,395500,4,False
989,Joan Jett & The Blackhearts,Up Your Alley,I Hate Myself for Loving You,2HXixVqzzm9rEUIMAWzshl,0.611,0.883,9,-11.225,1,0.0539,1.2e-06,0.192,0.604,117.928,246800,4,False
990,SaysoTheMac,Halfway Hoes,Halfway Hoes,5M3WyXKHuUtJ6SeVdU7kDl,0.879,0.537,6,-7.197,1,0.204,0.0,0.0984,0.628,93.993,153191,4,True
991,Wolfgang Amadeus Mozart,Mozart: The Piano Concertos,"Piano Concerto No.21 In C Major, K.467: 2. Andante",5sztos7ZCFp6Qmk8WvEMZH,0.14800000000000002,0.0294,5,-27.566999999999997,1,0.0345,0.9520000000000001,0.0963,0.102,182.325,435667,3,False
992,Berliner Philharmoniker,Herbert von Karajan - Adagio,Canon and Gigue in D major - arr. Max Seiffert: 1. Canon,5qVqMPQdfFywNQIOP7Ncdz,0.28,0.10400000000000001,2,-19.802,1,0.0336,0.866,0.36200000000000004,0.17600000000000002,92.62799999999999,310000,4,False
993,Ed Sheeran,x (Wembley Edition),Make It Rain,5puU24G3lHVsUXPAWW2ZpV,0.618,0.239,8,-8.371,0,0.0274,0.0,0.1,0.327,96.846,404480,3,False
994,Pop Smoke,Meet The Woo 2,Invincible,792HwhrdO3ErRKL5yRe4Ge,0.5479999999999999,0.732,11,-5.652,0,0.336,0.0,0.26899999999999996,0.612,142.791,127547,4,False
995,YG,My Krazy Life (Deluxe),Who Do You Love?,1uDjaezEbalGyGnuH80zDK,0.6759999999999999,0.415,9,-9.752,1,0.508,0.0,0.0915,0.146,193.206,233507,4,True
996,Roddy Ricch,Big Stepper,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,0.753,0.597,8,-8.469,1,0.292,0.0,0.19699999999999998,0.616,76.997,175170,4,True
997,Lil Skies,Opps Want Me Dead,Opps Want Me Dead,5cEbtwig1FXW8RF6FSxRU1,0.779,0.591,8,-8.504,1,0.344,0.0,0.1,0.501,86.02,167442,4,True
998,Various Artists,Motown 50,The Tracks Of My Tears - Album Version (Stereo),5kVo4FEJ3k2JKHCWfnWo5q,0.313,0.49700000000000005,7,-6.221,1,0.0322,0.0,0.146,0.7140000000000001,85.649,175040,4,False
999,Stevie Nicks,Bella Donna (Deluxe Edition),Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,0.591,0.804,0,-7.2989999999999995,1,0.0454,5.98e-06,0.0818,0.6579999999999999,111.45700000000001,329413,4,False
1000,Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,0.6709999999999999,0.9390000000000001,8,-3.2060000000000004,1,0.161,0.0,0.298,0.529,129.023,252307,4,True
1001,Shoreline Mafia,Shoreline Mafia Presents Rob Vicious: Traplantic,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,0.9,0.385,1,-12.189,0,0.435,0.0,0.142,0.488,99.964,174336,4,True
1002,Stromae,Alors On Danse (DubDogz Remix),Alors On Danse - DubDogz Remix,19eIZmuXlBmLTha1lPHef7,0.789,0.752,1,-4.274,0,0.16399999999999998,2.6899999999999997e-05,0.613,0.7390000000000001,122.98,168577,4,True
1003,Free,Fire And Water (Deluxe Edition),All Right Now,7IhkWF9zpiYKlU7CxHxYT9,0.7659999999999999,0.446,2,-13.079,1,0.0867,0.000704,0.318,0.743,119.774,332907,4,False
1004,Sabaton,The Last Stand,The Last Stand,0bUgTRe5st6TMbRCEjKezX,0.519,0.935,7,-5.656000000000001,0,0.0423,0.0,0.0661,0.498,104.044,235840,4,False
1005,Sublime,Sublime (Explicit Version),Santeria,6cJqlSO19vsfCsH1FeFI35,0.6729999999999999,0.772,1,-5.246,0,0.0427,1.23e-06,0.141,0.585,90.35600000000001,183200,4,False
1006,Phil Collins,Face Value,In The Air Tonight,7Dbg5O9nNWu6SWxDjJ9qoq,0.597,0.313,2,-10.790999999999999,0,0.0265,6.23e-06,0.0734,0.35700000000000004,94.98700000000001,333120,4,False
1007,Gabriel Fauré,"Elégie in C Minor, Op. 24 (Arr. Parkin)","Elégie in C Minor, Op. 24 (Arr. Parkin)",4QfYHdV8hMoyS9qKUct98q,0.115,0.0422,8,-24.136999999999997,1,0.0404,0.919,0.0896,0.037000000000000005,87.855,455467,3,False
1008,John Fogerty,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,Fortunate Son,5e6x5YRnMJIKvYpZxLqdpH,0.636,0.746,0,-3.785,1,0.0393,0.29,0.17300000000000001,0.43200000000000005,132.31,138053,4,False
1009,Jimilian,KICK (feat. 6ix9ine),KICK (feat. 6ix9ine),3nkA1BXQFsT1rP2rNzufhh,0.775,0.513,5,-7.653,0,0.0613,0.0,0.127,0.585,137.032,164004,4,True
1010,San Holo,Light,Light,6jq6rcOikCZAmjliAgAmfT,0.57,0.763,1,-4.137,1,0.0573,2.49e-06,0.0932,0.43,150.088,239853,4,True
1011,Drenchill,Never Never (feat. Indiiana),Never Never (feat. Indiiana),40NKYSkaTC4F62QbIVJ8S6,0.742,0.853,9,-5.392,1,0.19899999999999998,0.00205,0.21,0.233,125.985,167002,4,True
1012,Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,0.7390000000000001,0.619,10,-6.669,1,0.162,0.0,0.105,0.58,112.961,222787,4,True
1013,Philip Glass,Philip Glass: Piano Works,Glassworks: Opening,2XYEu7Deyz20WeL6Py3XLc,0.0745,0.006959999999999999,3,-39.507,1,0.0434,0.915,0.071,0.0846,213.08700000000002,464453,3,False
1014,Jerome,Take My Hand,Take My Hand,3PshEpasqRF5ALO7NX3Guc,0.797,0.782,0,-4.024,0,0.0894,0.0,0.0848,0.345,134.999,162667,4,True
1015,Pop Smoke,Shoot For The Stars Aim For The Moon,West Coast Shit (feat. Tyga & Quavo),1JDhNQ0oOT7XpclZn3aQ8F,0.831,0.762,11,-5.656000000000001,0,0.207,0.0,0.107,0.495,99.999,192000,4,False
1016,The Ataris,"So Long, Astoria",The Boys of Summer,5BmagRD7Thki6O1zZwbxBy,0.251,0.9540000000000001,6,-2.8789999999999996,1,0.0691,0.000132,0.0975,0.264,191.05900000000003,258000,4,False
1017,Beth Hart,Love Is A Lie,Love Is A Lie,2z7Xi9VojMNFRKPZMLAqfH,0.73,0.534,7,-6.638999999999999,0,0.0419,0.000185,0.0462,0.7090000000000001,113.912,195027,3,False
1018,Anvil,Nabbed in Nebraska,Nabbed in Nebraska,2DcykF5eaHu1z2TiuRmns0,0.53,0.946,4,-4.387,0,0.126,0.00044500000000000003,0.32799999999999996,0.369,120.006,273480,4,False
1019,Raaban,Bad Boy (feat. Luana Kiara),Bad Boy (feat. Luana Kiara),64p6ua7zpf66s62StC2QLv,0.644,0.892,0,-1.1,0,0.0567,0.000113,0.0893,0.767,180.044,190674,4,True
1020,Peso Da Goon,Back on Bullshit - EP,DoughHunt,44EtbBqSuCRXMJBXm6R4GE,0.879,0.32899999999999996,0,-11.445,1,0.34600000000000003,0.0007830000000000001,0.10300000000000001,0.207,100.04899999999999,173570,4,True
1021,Jai Wolf,Indian Summer,Indian Summer,42nkVBjWYVhiijbof5zySm,0.507,0.8240000000000001,6,-2.501,1,0.0526,0.0451,0.0848,0.0394,84.992,248471,4,True
1022,Topmodelz,Time 2 Rock,Your Love,2MeEjQ1mTdmOlaiU5X73DE,0.7090000000000001,0.86,1,-6.532,0,0.0579,2.49e-06,0.41100000000000003,0.5579999999999999,139.821,187627,4,True
1023,The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer,God Only Knows - Remastered,6QfVPhc1i2E4p2bldr4pjQ,0.504,0.519,4,-7.565,1,0.0309,0.0,0.062,0.35700000000000004,116.1,173440,4,False
1024,Polo G,Die A Legend,Finer Things,7oBW80497A8axagr4aC9U6,0.506,0.45,2,-12.565,1,0.364,0.000225,0.10300000000000001,0.131,177.97799999999998,182387,4,True
1025,Warkings,Odin's Sons (feat. The Queen of the Damned),Odin's Sons (feat. The Queen of the Damned),4oTHNttJRsIC6pr205Ld8Y,0.486,0.968,0,-5.271,1,0.0719,0.000587,0.128,0.198,100.993,269116,4,False
1026,Juice WRLD,Legends Never Die,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49,0.701,0.65,6,-6.313,1,0.10400000000000001,0.0,0.11199999999999999,0.647,90.00299999999999,160212,4,True
1027,Future,Future & Juice WRLD Present... WRLD ON DRUGS,Realer N Realer,4VMiNOpnjRwSCwmHaUfOMM,0.73,0.465,1,-6.29,1,0.278,0.0,0.28,0.36700000000000005,148.028,170920,4,True
1028,SOB X RBE,SOB X RBE,Anti,3BVC9lRwjgKrWwDxgFAKA8,0.7020000000000001,0.785,7,-6.8420000000000005,0,0.743,0.0,0.0682,0.647,132.857,169017,3,True
1029,Future,EVOL,Program,5lMmp06Yt5opZrKdszyh8Y,0.8109999999999999,0.687,1,-6.188,0,0.154,4.5e-05,0.113,0.517,76.498,176187,4,True
1030,Yellowcard,Ocean Avenue,Way Away,63IIUzd6eJBfCGIcF8MFnJ,0.35700000000000004,0.9590000000000001,2,-4.081,0,0.113,3.91e-05,0.0825,0.364,179.644,202093,4,False
1031,A$AP Rocky,TESTING,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,0.8540000000000001,0.569,5,-8.151,0,0.106,0.0816,0.1,0.294,80.015,205040,4,True
1032,Russ,SHAKE THE SNOW GLOBE,GUESS WHAT (feat. Rick Ross),40FUPlp2KJvdHY5ABnK100,0.738,0.785,1,-10.035,1,0.272,1.59e-05,0.11699999999999999,0.35700000000000004,92.008,206013,4,True
1033,Goldfinger,Stomping Ground,99 Red Balloons,0rOTMSSa6yscfOrGnzfheM,0.285,0.843,4,-7.318,1,0.129,0.00037,0.327,0.282,97.051,229173,4,False
1034,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),Still Be Friends (feat. Tory Lanez & Tyga),0JjM9bKm4wrwohMslcm892,0.8029999999999999,0.759,7,-4.692,0,0.0494,0.0,0.0921,0.284,104.0,213308,4,True
1035,Supertramp,Even In The Quietest Moments,Give A Little Bit,6XUHsYE38CEbYunT983O9G,0.531,0.818,2,-5.358,1,0.0452,0.0096,0.263,0.47100000000000003,90.76700000000001,248173,4,False
1036,Wolfgang Amadeus Mozart,"Mozart: Requiem; ""Coronation Mass""","Requiem in D Minor, K.626: III. Sequentia: f. Lacrimosa",4Lpe7VxL34rcMnpfOwoqOI,0.149,0.10099999999999999,2,-19.935,0,0.0342,0.917,0.184,0.0486,79.567,202000,4,False
1037,Dan Dark,Shangrila,Shangrila,0flnwoCZiFWZOpPilIbxgY,0.618,0.8,11,-8.843,0,0.0352,0.9259999999999999,0.10800000000000001,0.39799999999999996,106.836,146067,4,False
1038,Pop Smoke,Meet The Woo (Deluxe Version),Welcome To The Party,4dpgUETtAY1YLAHulN0UtP,0.637,0.723,2,-5.547000000000001,1,0.091,7.87e-05,0.196,0.228,143.013,214960,4,False
1039,My Chemical Romance,Three Cheers for Sweet Revenge,Helena,5dTHtzHFPyi8TlTtzoz1J9,0.35600000000000004,0.96,4,-3.487,1,0.10400000000000001,0.0,0.209,0.0857,125.921,204733,4,False
1040,Max Richter,Voyager - Essential Max Richter,On The Nature Of Daylight,58vWVeAtv2LKwlYyRLPWV5,0.0958,0.322,10,-13.753,0,0.0458,0.855,0.105,0.0332,87.339,374400,3,False
